,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
1846,"Please, Don’t Intentionally Infect Yourself. Signed, an Epidemiologist.",2020-04-08T19:00:51+0000,Coronavirus (2019-nCoV);Vaccination and Immunization;Chicken Pox;Hepatitis;Shingles (Disease),False,True
1847,Online Learning Should Return to a Supporting Role,2020-04-09T22:33:41+0000,E-Learning;Education (K-12);Colleges and Universities;Computers and the Internet;Teachers and School Employees;Coronavirus (2019-nCoV);Mentors;Tutors and Tutoring;Science and Technology,False,False
1848,A Designer Whose Home Is as Fanciful as Her Plaster Creations,2020-04-09T20:46:11+0000,"Lanari, Viola;Sculpture;Art;London (England);Interior Design and Furnishings",False,False
1849,"Hospitalizations for Coronavirus Are Nearly Flat in N.Y., but 799 More Die",2020-04-09T11:35:17+0000,Coronavirus (2019-nCoV);New York State;New York City,False,False
1850,Pearl Jam and Green Day Are Still Going Strong. But Can They Evolve?,2020-04-08T16:42:32+0000,Pop and Rock Music;Green Day (Music Group);Pearl Jam (Music Group);Gigaton (Album);Father of All... (Album),False,True
1851,Explosion at Berlin’s Humboldt Forum Puts Delayed Opening in Doubt,2020-04-08T10:54:53+0000,Museums;Humboldt Forum;Fires and Firefighters;Berlin (Germany);Explosions (Accidental),False,False
1852,Fighting Trump’s Falsehoods,2020-04-09T09:00:19+0000,"United States Politics and Government;Coronavirus (2019-nCoV);News and News Media;Television;Trump, Donald J;Epidemics;Rumors and Misinformation;Quarantines;Presidential Election of 2020;New York State",False,False
1853,Disney Plus Racks Up 50 Million Subscribers in 5 Months,2020-04-09T00:28:10+0000,"Disney Plus;Walt Disney Company;Video Recordings, Downloads and Streaming;Television;Iger, Robert A;Coronavirus (2019-nCoV)",False,True
1854,How We Gather Digitally Now,2020-04-08T09:58:02+0000,"Passover;your-feed-selfcare;Parker, Priya;Zoom Video Communications",False,True
1855,The East River Waterfront Dazzles. Take a Virtual Tour.,2020-04-08T09:00:56+0000,"ARCHITECTURE;East River (NYC);Upper East Side (Manhattan, NY);Parks and Other Recreation Areas;Berke, Deborah L (1954- );Manhattan (NYC);Ferries;Coronavirus (2019-nCoV)",False,False
1856,"With $2.3 Trillion Injection, Fed’s Plan Far Exceeds Its 2008 Rescue",2020-04-09T12:31:16+0000,Credit and Debt;Federal Reserve System;Coronavirus (2019-nCoV);Treasury Department,False,False
1857,Coronavirus and the Cancer Patient,2020-04-08T15:00:04+0000,Coronavirus (2019-nCoV);Leukemia;Hygiene and Cleanliness;Cancer;Chemotherapy;Doctors,False,False
1858,A Haunting Debut Novel Brings New Faces to the Myth of the American West,2020-04-07T09:00:08+0000,"Books and Literature;How Much of These Hills is Gold (Book);Zhang, C Pam",False,True
1859,"In Scramble for Coronavirus Supplies, Rich Countries Push Poor Aside",2020-04-09T09:00:26+0000,Coronavirus (2019-nCoV);Third World and Developing Countries;Tests (Medical);Ventilators (Medical);Masks;Protective Clothing and Gear;Laboratories and Scientific Equipment;Shortages;International Trade and World Market;United States Politics and Government;Brazil;South Africa;AFRICA;United States;Latin America;Europe;European Union;Economic Conditions and Trends,False,False
1860,No Stage? No Problem. Playwrights Horizons Debuts a Series of Audio Plays.,2020-04-09T18:00:06+0000,"Playwrights Horizons;Christian, Heather;Harris, Jeremy O;Theater;Podcasts;Greenfield, Adam;Hnath, Lucas;O'Hara, Robert",True,True
1861,How Long Does It Take to Binge-Watch Every Real Estate TV Show?,2020-04-09T13:30:05+0000,Real Estate and Housing (Residential);House Hunters (TV Program);THIS OLD HOUSE (TV PROGRAM),False,False
1862,Trump Keeps Talking. Some Republicans Don’t Like What They’re Hearing.,2020-04-09T23:04:21+0000,"Coronavirus (2019-nCoV);Trump, Donald J;Polls and Public Opinion;Republican Party;Presidential Election of 2020;United States Economy;United States Politics and Government;News and News Media;Television;Rumors and Misinformation",False,False
1863,What Can You Do for People in Crisis? Put on a Seder Show,2020-04-09T19:28:47+0000,"Coronavirus (2019-nCoV);Saturday Night Seder (Web-Original Program);Passover;Music;Theater;Jews and Judaism;ACTORS AND ACTRESSES;ALEXANDER, JASON;Brosnahan, Rachel;Groban, Josh;Pasek, Benj;Winkler, Henry;Taub, Shaina (1988- );CDC Foundation;YouTube.com",True,True
1864,"Microloans, Seen as Salvation for Poor Women, Trap Many in Debt",2020-04-08T17:00:41+0000,Jordan;Microfinance;Credit and Debt;Women and Girls;Prisons and Prisoners;Poverty;Small Business;Entrepreneurship;Regulation and Deregulation of Industry,False,True
1865,How to Make Whipped Coffee,2020-04-08T22:00:19+0000,Social Media;Coffee,True,True
1866,The Upheaval in New York’s Rental Market,2020-04-09T10:00:10+0000,Real Estate and Housing (Residential);Renting and Leasing (Real Estate);Evictions;Landlords;Layoffs and Job Reductions;Hygiene and Cleanliness;New York City;Coronavirus (2019-nCoV),False,True
1867,In Praise of Quarantine Clapping,2020-04-09T14:04:41+0000,"Coronavirus (2019-nCoV);Social Media;Hopkins, Katie Olivia (1975- );New York City",False,True
1868,Is This the Most Virus-Proof Job in the World?,2020-04-07T14:54:00+0000,"Computer and Video Games;E-Sports;Fortnite (Video Game);Call of Duty (Video Game);Blevins, Tyler (1991- );Lupo, Benjamin;Twitch Interactive Inc",False,True
1869,Online Learning Should Return to a Supporting Role,2020-04-09T22:33:41+0000,E-Learning;Education (K-12);Colleges and Universities;Computers and the Internet;Teachers and School Employees;Coronavirus (2019-nCoV);Mentors;Tutors and Tutoring;Science and Technology,False,True
1870,How to Make Whipped Coffee,2020-04-08T22:00:19+0000,Social Media;Coffee,False,True
1871,At the Center of a Storm: The Search for a Proven Coronavirus Treatment,2020-04-09T15:03:02+0000,"Coronavirus (2019-nCoV);Kalil, Andre;Hydroxychloroquine (Drug);Remdesivir (Drug);Clinical Trials;Drugs (Pharmaceuticals);CHLOROQUINE (DRUG);Epidemics;Gilead Sciences Inc;University of Nebraska;Omaha (Neb);United States",False,False
1872,Why ‘Tiger King’ Is Not ‘Blackfish’ for Big Cats,2020-04-09T17:13:40+0000,"Tigers;Tiger King: Murder, Mayhem and Madness (TV Program);Maldonado-Passage, Joseph;Chaiklin, Rebecca;Goode, Eric (1957- );Documentary Films and Programs;Animal Abuse, Rights and Welfare;Breeding of Animals;Baskin, Carole;Big Cat Rescue;Netflix Inc;your-feed-science",False,False
1873,The Invasion of Antarctica Begins With Mussels,2020-04-09T18:44:09+0000,"Mussels;Invasive Species;ANTARCTIC REGIONS;Fish and Other Marine Life;Ships and Shipping;Scientific Reports (Journal);Southern Ocean;Chile;Patagonia (Chile);Research;Bruning, Paulina;Leclerc, Jean-Charles;Cardenas, Leyla;your-feed-science",True,True
1874,Feeling Down? Anxious? Hostile? A 4-Day-a-Week Exercise Regimen May Help,2020-04-08T09:00:09+0000,Exercise;Mental Health and Disorders;Anxiety and Stress;Happiness;Coronavirus (2019-nCoV),False,True
1875,NASA’s ‘Worm’ Logo Will Return to Space,2020-04-08T09:00:31+0000,"Space and Astronomy;Logos;Danne, Richard;National Aeronautics and Space Administration;Space Exploration Technologies Corp;Bridenstine, James F (1975- );Smyth, Hamish",False,True
1876,Trump Slammed the W.H.O. Over Coronavirus. He’s Not Alone.,2020-04-08T11:26:12+0000,World Health Organization;Coronavirus (2019-nCoV);Epidemics;Politics and Government;Tedros Adhanom Ghebreyesus;China;Xi Jinping,False,False
1877,Explosion at Berlin’s Humboldt Forum Puts Delayed Opening in Doubt,2020-04-08T10:54:53+0000,Museums;Humboldt Forum;Fires and Firefighters;Berlin (Germany);Explosions (Accidental),False,False
1878,"Hospitalizations for Coronavirus Are Nearly Flat in N.Y., but 799 More Die",2020-04-09T11:35:17+0000,Coronavirus (2019-nCoV);New York State;New York City,False,False
1879,What Were the Origins of the Holocaust?,2020-04-07T09:00:09+0000,"Books and Literature;Holocaust and the Nazi Era;Minorities;Zionism;ARENDT, HANNAH;Herzl, Theodor;Europe;Aly, Gotz;Europe Against the Jews, 1880-1945 (Book)",False,False
1880,Why Wisconsin Republicans Insisted on an Election in a Pandemic,2020-04-07T17:32:16+0000,Presidential Election of 2020;Voter Registration and Requirements;Coronavirus (2019-nCoV);Supreme Courts (State);ABSENTEE VOTING,False,False
1881,Trump Slammed the W.H.O. Over Coronavirus. He’s Not Alone.,2020-04-08T11:26:12+0000,World Health Organization;Coronavirus (2019-nCoV);Epidemics;Politics and Government;Tedros Adhanom Ghebreyesus;China;Xi Jinping,False,True
1882,Your Friendly Tech Bro Might Be Looking for a Loan,2020-04-08T21:05:52+0000,"Small Business;Venture Capital;Layoffs and Job Reductions;Start-ups;Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);Airbnb;Small Business Administration;Computers and the Internet",False,True
1883,"Anne Bass, 78, Arts Patron and Peerless Gardener, Dies",2020-04-08T17:34:24+0000,"Bass, Anne H;Deaths (Obituaries);Philanthropy;Dancing;Gardens and Gardening;Museums;Culture (Arts);New York City Ballet",False,True
1884,Coronavirus Briefing: What Happened Today,2020-04-08T22:42:17+0000,Coronavirus (2019-nCoV);Hydroxychloroquine (Drug);Rural Areas;United States Politics and Government;Deaths (Fatalities);New York City;New York State,False,True
1885,Democrats Have Found a Coronavirus Bright Spot. Her Name Is Earnestine.,2020-04-08T15:13:09+0000,"Coronavirus (2019-nCoV);Democratic Party;House of Representatives;United States Politics and Government;Dawson, Earnestine",True,True
1886,"Coronavirus, Jobs, Weird Al Yankovic: Your Thursday Evening Briefing",2020-04-09T22:08:07+0000,,True,True
1887,"If My Classmates Are Going to Cheat on an Online Exam, Why Can’t I?",2020-04-07T09:00:10+0000,Cheating;Colleges and Universities;Ethics and Official Misconduct;Coronavirus (2019-nCoV);Lying,False,True
1888,Baking During Quarantine as an Act of Faith,2020-04-08T17:47:34+0000,Cooking and Cookbooks;Cheese;Bakeries and Baked Products;Burgundy (France);Recipes,False,True
1889,Indigenous Groups Isolated by Coronavirus Face Another Threat: Hunger,2020-04-09T16:35:41+0000,Coronavirus (2019-nCoV);Quarantines;Indigenous People;Food;Shortages;Colombia;Latin America,False,True
1890,"Biden, Seeking Democratic Unity, Reaches Left Toward Sanders’s Ideas",2020-04-09T19:22:52+0000,"Biden, Joseph R Jr;Sanders, Bernard;Medicare;Student Loans;Presidential Election of 2020;Primaries and Caucuses;Democratic Party;Health Insurance and Managed Care",False,True
1891,Now’s a Good Time to Give Silents a Try. Start With These Comedies.,2020-04-09T17:11:07+0000,"Movies;Keaton, Buster;Lubitsch, Ernst;Seven Chances (Movie);The Doll (Movie)",False,True
1892,Sean Scully Closes His Windows,2020-04-09T17:49:21+0000,"Art;Scully, Sean;Coronavirus (2019-nCoV)",False,True
1893,The Pandemic of Fear and Agony,2020-04-09T22:28:02+0000,Anxiety and Stress;Mental Health and Disorders;Recession and Depression,False,False
1894,Law Classmates ‘Deeply Dismayed’ by Inspector General’s Firing,2020-04-09T18:32:06+0000,"Atkinson, Michael K (1964- );Trump, Donald J;Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry;Inspectors General;United States Politics and Government;Cornell Law School",False,False
1895,"Why Coronavirus Cases Have Spiked in Hong Kong, Singapore and Taiwan",2020-04-09T19:12:39+0000,Coronavirus (2019-nCoV);Hong Kong;Singapore;Taiwan,True,True
1896,"Anita Fial, Who Carried the Banner of Exotic Food, Dies at 87",2020-04-07T21:24:14+0000,"Deaths (Obituaries);Coronavirus (2019-nCoV);Fial, Anita (1932-2020);Vegetables;Fruit",False,True
1897,China Investigates Critic of Xi’s Coronavirus Response,2020-04-07T17:08:30+0000,Coronavirus (2019-nCoV);Communist Party of China;Xi Jinping;Ren Zhiqiang;China,False,False
1898,How to Celebrate a Birthday During the Coronavirus Shutdown,2020-04-07T13:44:56+0000,Birthdays;Coronavirus (2019-nCoV);Parties (Social),False,False
1899,Jack Dorsey Ups the Ante on Coronavirus Donations,2020-04-08T11:06:33+0000,"Coronavirus (2019-nCoV);Philanthropy;Coronavirus Aid, Relief, and Economic Security Act (2020);Square Inc;Dorsey, Jack;Small Business Administration",False,False
1900,"Corrections: April 9, 2020",2020-04-09T03:01:18+0000,,False,False
1901,The True Crime Stories We Won’t Forget,2020-04-07T09:00:14+0000,"Murders, Attempted Murders and Homicides;Fugitives;Robberies and Thefts;Boston Globe;Police Department (NYC);Crime and Criminals;News and News Media;Deaths (Fatalities)",False,False
1902,Bubby Locked Her Memories Away. One Passover Released Them.,2020-04-07T23:01:24+0000,Passover;Jews and Judaism;Holocaust and the Nazi Era,False,False
1903,41 Transit Workers Dead: Crisis Takes Staggering Toll on Subways,2020-04-08T09:00:17+0000,Transit Systems;Subways;Workplace Hazards and Violations;Labor and Jobs;Coronavirus (2019-nCoV);Protective Clothing and Gear;Epidemics;Masks;Metropolitan Transportation Authority;New York City Transit Authority;Transit Workers Union;New York City,False,True
1904,"Dow Jones Chief, William Lewis, to Step Down",2020-04-08T20:10:32+0000,"Lewis, William (1969- );Dow Jones & Co;Wall Street Journal;News and News Media;Newspapers;APPOINTMENTS AND EXECUTIVE CHANGES",False,False
1905,The Day the Running Statues Donned Masks,2020-04-08T11:00:09+0000,"Running;Masks;Samuelson, Joan Benoit;Boston Marathon;Coronavirus (2019-nCoV)",False,False
1906,"Watching Virus Spread Back Home, Some Americans in Africa Stay Put",2020-04-08T21:58:24+0000,Coronavirus (2019-nCoV);AMERICANS ABROAD;AFRICA,True,True
1907,‘Thanking God for My Breath’: Dispatch From New York’s Frontline,2020-04-07T22:22:31+0000,Coronavirus (2019-nCoV);Telemedicine;Hospitals;Emergency Medical Treatment;Women and Girls,True,True
1908,You’re Descended From Royalty. Here Are the Keys to Your Castle.,2020-04-07T09:00:05+0000,"Books and Literature;Trussoni, Danielle;The Ancestor (Book)",False,False
1909,"‘Redhead by the Side of the Road,’ by Anne Tyler: An Excerpt",2020-04-07T09:01:00+0000,,False,False
1910,"Weekly News Quiz for Students: C.D.C. Recommendation, Jobless Claims, N.C.A.A.",2020-04-07T13:29:11+0000,,False,False
1911,"‘How Much of These Hills Is Gold,’ by C Pam Zhang: An Excerpt",2020-04-07T15:20:43+0000,,False,False
1912,Wall Street’s Rally Fades,2020-04-07T04:32:00+0000,Coronavirus (2019-nCoV);Standard & Poor's 500-Stock Index;United States Economy,False,False
1913,Recent Commercial Real Estate Transactions,2020-04-07T13:00:07+0000,"Real Estate and Housing (Residential);Real Estate (Commercial);Astoria (Queens, NY);Harlem (Manhattan, NY);Mott Haven (Bronx, NY)",False,True
1914,What’s on TV Wednesday: ‘Parasite’ and ‘Modern Family’,2020-04-08T05:00:06+0000,Television;Movies,False,True
1915,China Investigates Critic of Xi’s Coronavirus Response,2020-04-07T17:08:30+0000,Coronavirus (2019-nCoV);Communist Party of China;Xi Jinping;Ren Zhiqiang;China,False,True
1916,Word + Quiz: bonanza,2020-04-08T06:00:01+0000,,False,True
1917,31% Can’t Pay the Rent: ‘It’s Only Going to Get Worse’,2020-04-08T09:00:32+0000,"Renting and Leasing (Real Estate);Real Estate and Housing (Residential);Layoffs and Job Reductions;Landlords;Evictions;Prices (Fares, Fees and Rates);United States Economy;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV)",False,True
1918,Uber and Lyft Drivers Face Hurdles to Stimulus Bill Benefits,2020-04-08T13:30:10+0000,"Car Services and Livery Cabs;Unemployment Insurance;Unemployment;Labor and Jobs;Freelancing, Self-Employment and Independent Contracting;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Shutdowns (Institutional);Lyft Inc;Uber Technologies Inc;Labor Department (US)",True,True
1919,"Coronavirus, Saudi Arabia, Bernie Sanders: Your Thursday Briefing",2020-04-09T09:29:03+0000,,True,True
1920,Running for Community as Much as for Exercise,2020-04-07T11:00:06+0000,Exercise;Coronavirus (2019-nCoV);Running,False,True
1921,Optimism Is Less Distant as Global Coronavirus Battle Rages On,2020-04-08T23:36:32+0000,Coronavirus (2019-nCoV);Deaths (Fatalities);Epidemics;Quarantines;China;Italy;United States,True,True
1922,"If My Classmates Are Going to Cheat on an Online Exam, Why Can’t I?",2020-04-07T09:00:10+0000,Cheating;Colleges and Universities;Ethics and Official Misconduct;Coronavirus (2019-nCoV);Lying,True,True
1923,Baking During Quarantine as an Act of Faith,2020-04-08T17:47:34+0000,Cooking and Cookbooks;Cheese;Bakeries and Baked Products;Burgundy (France);Recipes,False,True
1924,Japan Declared a Coronavirus Emergency. Is It Too Late?,2020-04-07T13:01:13+0000,"Coronavirus (2019-nCoV);Japan;Politics and Government;ABE, SHINZO;Quarantines;Shutdowns (Institutional);Telecommuting",False,False
1925,Christie’s to Pay Up to $16.7 Million Fine Over Tax Violations,2020-04-09T23:12:28+0000,Taxation;Deferred Prosecution Agreements;Christie's;London (England);Manhattan (NYC),False,True
